date,portfolio_value,cash,n_positions,positions,n_buys,n_sells
2021-08-02,999859.1177689877,999859.1177689877,0,[],0,61
2021-08-03,999859.1177689877,999859.1177689877,0,[],0,63
2021-08-04,999859.1177689877,999859.1177689877,0,[],0,63
2021-08-05,999859.1177689877,999859.1177689877,0,[],0,63
2021-08-06,999859.1177689877,999859.1177689877,0,[],0,63
2021-08-09,999859.1177689877,999859.1177689877,0,[],0,62
2021-08-10,999859.1177689877,999859.1177689877,0,[],0,62
2021-08-11,999859.1177689877,999859.1177689877,0,[],0,63
2021-08-12,999859.1177689877,999859.1177689877,0,[],0,63
2021-08-13,999859.1177689877,999859.1177689877,0,[],0,63
2021-08-16,999859.1177689877,999859.1177689877,0,[],0,63
2021-08-17,999859.1177689877,999859.1177689877,0,[],0,63
2021-08-18,999859.1177689877,999859.1177689877,0,[],0,63
2021-08-19,999859.1177689877,999859.1177689877,0,[],0,63
2021-08-20,999859.1177689877,999859.1177689877,0,[],0,63
2021-08-23,999859.1177689877,999859.1177689877,0,[],0,63
2021-08-24,999859.1177689877,999859.1177689877,0,[],0,63
2021-08-25,999859.1177689877,999859.1177689877,0,[],0,63
2021-08-26,999859.1177689877,999859.1177689877,0,[],0,62
2021-08-27,999859.1177689877,999859.1177689877,0,[],0,62
2021-08-30,999859.1177689877,999859.1177689877,0,[],0,62
2021-08-31,999859.1177689877,999859.1177689877,0,[],1,62
2021-09-01,1000111.1961918429,916471.6949635104,1,['FINX'],1,62
2021-09-02,999960.9044465946,916873.821705811,1,['UNG'],0,62
2021-09-03,1001141.2620973515,916873.821705811,1,['UNG'],0,63
2021-09-07,1000255.7708515915,1000255.7708515915,0,[],0,63
2021-09-08,1000255.7708515915,1000255.7708515915,0,[],1,62
2021-09-09,1002137.1413532584,916855.9024692862,1,['UNG'],0,62
2021-09-10,1001454.5043293326,916855.9024692862,1,['UNG'],0,63
2021-09-13,1004156.4816635856,1004156.4816635856,0,[],0,62
2021-09-14,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-09-15,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-09-16,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-09-17,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-09-20,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-09-21,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-09-22,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-09-23,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-09-24,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-09-27,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-09-28,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-09-29,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-09-30,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-10-01,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-10-04,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-10-05,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-10-06,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-10-07,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-10-08,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-10-11,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-10-12,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-10-13,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-10-14,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-10-15,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-10-18,1004156.4816635856,1004156.4816635856,0,[],0,62
2021-10-19,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-10-20,1004156.4816635856,1004156.4816635856,0,[],0,62
2021-10-21,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-10-22,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-10-25,1004156.4816635856,1004156.4816635856,0,[],0,62
2021-10-26,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-10-27,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-10-28,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-10-29,1004156.4816635856,1004156.4816635856,0,[],0,62
2021-11-01,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-11-02,1004156.4816635856,1004156.4816635856,0,[],0,63
2021-11-03,1004156.4816635856,1004156.4816635856,0,[],1,61
2021-11-04,1003361.6448502549,920745.4569230088,1,['URNM'],0,62
2021-11-05,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-11-08,1003526.9426845456,1003526.9426845456,0,[],0,60
2021-11-09,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-11-10,1003526.9426845456,1003526.9426845456,0,[],0,61
2021-11-11,1003526.9426845456,1003526.9426845456,0,[],0,62
2021-11-12,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-11-15,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-11-16,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-11-17,1003526.9426845456,1003526.9426845456,0,[],0,61
2021-11-18,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-11-19,1003526.9426845456,1003526.9426845456,0,[],0,62
2021-11-22,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-11-23,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-11-24,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-11-26,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-11-29,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-11-30,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-01,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-02,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-03,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-06,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-07,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-08,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-09,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-10,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-13,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-14,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-15,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-16,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-17,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-20,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-21,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-22,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-23,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-27,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-28,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-29,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-30,1003526.9426845456,1003526.9426845456,0,[],0,63
2021-12-31,1003526.9426845456,1003526.9426845456,0,[],0,62
2022-01-03,1003526.9426845456,1003526.9426845456,0,[],0,62
2022-01-04,1003526.9426845456,1003526.9426845456,0,[],0,63
2022-01-05,1003526.9426845456,1003526.9426845456,0,[],0,63
2022-01-06,1003526.9426845456,1003526.9426845456,0,[],0,63
2022-01-07,1003526.9426845456,1003526.9426845456,0,[],0,63
2022-01-10,1003526.9426845456,1003526.9426845456,0,[],0,63
2022-01-11,1003526.9426845456,1003526.9426845456,0,[],0,63
2022-01-12,1003526.9426845456,1003526.9426845456,0,[],1,62
2022-01-13,999398.6636755893,920162.6647398898,1,['UNG'],0,63
2022-01-14,997903.7492491244,997903.7492491244,0,[],0,63
2022-01-18,997903.7492491244,997903.7492491244,0,[],0,63
2022-01-19,997903.7492491244,997903.7492491244,0,[],0,63
2022-01-20,997903.7492491244,997903.7492491244,0,[],0,63
2022-01-21,997903.7492491244,997903.7492491244,0,[],0,63
2022-01-24,997903.7492491244,997903.7492491244,0,[],0,63
2022-01-25,997903.7492491244,997903.7492491244,0,[],0,63
2022-01-26,997903.7492491244,997903.7492491244,0,[],0,63
2022-01-27,997903.7492491244,997903.7492491244,0,[],0,63
2022-01-28,997903.7492491244,997903.7492491244,0,[],0,63
2022-01-31,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-01,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-02,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-03,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-04,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-07,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-08,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-09,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-10,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-11,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-14,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-15,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-16,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-17,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-18,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-22,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-23,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-24,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-25,997903.7492491244,997903.7492491244,0,[],0,63
2022-02-28,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-01,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-02,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-03,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-04,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-07,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-08,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-09,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-10,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-11,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-14,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-15,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-16,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-17,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-18,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-21,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-22,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-23,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-24,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-25,997903.7492491244,997903.7492491244,0,[],0,62
2022-03-28,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-29,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-30,997903.7492491244,997903.7492491244,0,[],0,63
2022-03-31,997903.7492491244,997903.7492491244,0,[],0,62
2022-04-01,997903.7492491244,997903.7492491244,0,[],0,63
2022-04-04,997903.7492491244,997903.7492491244,0,[],0,63
2022-04-05,997903.7492491244,997903.7492491244,0,[],0,62
2022-04-06,997903.7492491244,997903.7492491244,0,[],1,62
2022-04-07,1002123.1593205624,914522.2360341244,1,['UNG'],0,62
2022-04-08,1001026.6766316586,914522.2360341244,1,['UNG'],0,62
2022-04-11,1005765.0330464535,914522.2360341244,1,['UNG'],0,63
2022-04-12,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-04-13,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-04-14,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-04-18,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-04-19,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-04-20,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-04-21,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-04-22,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-04-25,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-04-26,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-04-27,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-04-28,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-04-29,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-02,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-03,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-04,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-05,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-06,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-09,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-10,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-11,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-12,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-13,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-16,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-17,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-18,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-19,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-20,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-23,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-24,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-25,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-26,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-27,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-05-31,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-01,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-02,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-03,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-06,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-07,1006090.7052186838,1006090.7052186838,0,[],0,62
2022-06-08,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-09,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-10,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-13,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-14,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-15,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-16,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-17,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-21,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-22,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-23,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-24,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-27,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-28,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-29,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-06-30,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-01,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-05,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-06,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-07,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-08,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-11,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-12,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-13,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-14,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-15,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-18,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-19,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-20,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-21,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-22,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-25,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-26,1006090.7052186838,1006090.7052186838,0,[],0,62
2022-07-27,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-28,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-07-29,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-08-01,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-08-02,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-08-03,1006090.7052186838,1006090.7052186838,0,[],0,62
2022-08-04,1006090.7052186838,1006090.7052186838,0,[],0,62
2022-08-05,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-08-08,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-08-09,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-08-10,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-08-11,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-08-12,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-08-15,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-08-16,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-08-17,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-08-18,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-08-19,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-08-22,1006090.7052186838,1006090.7052186838,0,[],0,62
2022-08-23,1006090.7052186838,1006090.7052186838,0,[],0,62
2022-08-24,1006090.7052186838,1006090.7052186838,0,[],0,62
2022-08-25,1006090.7052186838,1006090.7052186838,0,[],0,62
2022-08-26,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-08-29,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-08-30,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-08-31,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-01,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-02,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-06,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-07,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-08,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-09,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-12,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-13,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-14,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-15,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-16,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-19,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-20,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-21,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-22,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-23,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-26,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-27,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-28,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-29,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-09-30,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-03,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-04,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-05,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-06,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-07,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-10,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-11,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-12,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-13,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-14,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-17,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-18,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-19,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-20,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-21,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-24,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-25,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-26,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-27,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-28,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-10-31,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-01,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-02,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-03,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-04,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-07,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-08,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-09,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-10,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-11,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-14,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-15,1006090.7052186838,1006090.7052186838,0,[],0,62
2022-11-16,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-17,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-18,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-21,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-22,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-23,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-25,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-28,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-11-29,1006090.7052186838,1006090.7052186838,0,[],0,62
2022-11-30,1006090.7052186838,1006090.7052186838,0,[],0,61
2022-12-01,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-12-02,1006090.7052186838,1006090.7052186838,0,[],0,62
2022-12-05,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-12-06,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-12-07,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-12-08,1006090.7052186838,1006090.7052186838,0,[],0,61
2022-12-09,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-12-12,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-12-13,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-12-14,1006090.7052186838,1006090.7052186838,0,[],0,62
2022-12-15,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-12-16,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-12-19,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-12-20,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-12-21,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-12-22,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-12-23,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-12-27,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-12-28,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-12-29,1006090.7052186838,1006090.7052186838,0,[],0,63
2022-12-30,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-03,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-04,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-05,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-06,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-09,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-10,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-11,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-12,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-13,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-17,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-18,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-19,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-20,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-23,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-24,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-25,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-26,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-27,1006090.7052186838,1006090.7052186838,0,[],0,62
2023-01-30,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-01-31,1006090.7052186838,1006090.7052186838,0,[],0,63
2023-02-01,1006090.7052186838,1006090.7052186838,0,[],0,61
2023-02-02,1006090.7052186838,1006090.7052186838,0,[],1,62
2023-02-03,1006767.8265165874,922696.1295103618,1,['ARKK'],0,62
2023-02-06,1005571.0128035137,922696.1295103618,1,['ARKK'],0,63
2023-02-07,1005483.66335349,1005483.66335349,0,[],0,62
2023-02-08,1005483.66335349,1005483.66335349,0,[],0,63
2023-02-09,1005483.66335349,1005483.66335349,0,[],0,63
2023-02-10,1005483.66335349,1005483.66335349,0,[],0,62
2023-02-13,1005483.66335349,1005483.66335349,0,[],0,63
2023-02-14,1005483.66335349,1005483.66335349,0,[],0,63
2023-02-15,1005483.66335349,1005483.66335349,0,[],0,63
2023-02-16,1005483.66335349,1005483.66335349,0,[],0,62
2023-02-17,1005483.66335349,1005483.66335349,0,[],0,62
2023-02-21,1005483.66335349,1005483.66335349,0,[],0,63
2023-02-22,1005483.66335349,1005483.66335349,0,[],0,63
2023-02-23,1005483.66335349,1005483.66335349,0,[],0,63
2023-02-24,1005483.66335349,1005483.66335349,0,[],0,63
2023-02-27,1005483.66335349,1005483.66335349,0,[],0,63
2023-02-28,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-01,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-02,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-03,1005483.66335349,1005483.66335349,0,[],0,62
2023-03-06,1005483.66335349,1005483.66335349,0,[],0,62
2023-03-07,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-08,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-09,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-10,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-13,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-14,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-15,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-16,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-17,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-20,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-21,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-22,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-23,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-24,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-27,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-28,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-29,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-30,1005483.66335349,1005483.66335349,0,[],0,63
2023-03-31,1005483.66335349,1005483.66335349,0,[],0,63
2023-04-03,1005483.66335349,1005483.66335349,0,[],0,63
2023-04-04,1005483.66335349,1005483.66335349,0,[],0,62
2023-04-05,1005483.66335349,1005483.66335349,0,[],0,63
2023-04-06,1005483.66335349,1005483.66335349,0,[],0,63
2023-04-10,1005483.66335349,1005483.66335349,0,[],0,63
2023-04-11,1005483.66335349,1005483.66335349,0,[],0,62
2023-04-12,1005483.66335349,1005483.66335349,0,[],0,63
2023-04-13,1005483.66335349,1005483.66335349,0,[],0,63
2023-04-14,1005483.66335349,1005483.66335349,0,[],0,63
2023-04-17,1005483.66335349,1005483.66335349,0,[],1,62
