date,portfolio_value,benchmark_value,cash,n_positions,positions,n_buys,n_sells
2024-07-11,1000000.0,1048849.4020143917,1000000.0,0,[],0,126
2024-07-12,1000000.0,1053459.312814261,1000000.0,0,[],0,125
2024-07-15,1000000.0,1057914.235845278,1000000.0,0,[],0,126
2024-07-16,1000000.0,1059696.1814134791,1000000.0,0,[],0,125
2024-07-18,1000000.0,1067289.045213869,1000000.0,0,[],0,125
2024-07-19,1000000.0,1058689.056468511,1000000.0,0,[],0,124
2024-07-22,1000000.0,1055435.0226487848,1000000.0,0,[],0,126
2024-07-23,1000000.0,1056171.066774547,1000000.0,0,[],0,125
2024-07-24,1000000.0,1053265.6667689672,1000000.0,0,[],0,124
2024-07-25,1000000.0,1053381.878040349,1000000.0,0,[],0,123
2024-07-26,1000000.0,1069419.624596216,1000000.0,0,[],0,125
2024-07-29,1000000.0,1071821.4030187975,1000000.0,0,[],0,124
2024-07-30,1000000.0,1073448.4790391752,1000000.0,0,[],0,123
2024-07-31,1000000.0,1075966.4687331386,1000000.0,0,[],0,126
2024-08-01,1000000.0,1078213.2593868678,1000000.0,0,[],0,124
2024-08-02,1000000.0,1067986.3128421612,1000000.0,0,[],0,123
2024-08-05,1000000.0,1043929.6338978466,1000000.0,0,[],0,120
2024-08-06,1000000.0,1036685.4039116029,1000000.0,0,[],0,124
2024-08-07,1000000.0,1050205.2789945349,1000000.0,0,[],0,126
2024-08-08,1000000.0,1043348.4593199076,1000000.0,0,[],0,124
2024-08-09,1000000.0,1052103.435834118,1000000.0,0,[],0,124
2024-08-12,1000000.0,1051522.3794772078,1000000.0,0,[],0,125
2024-08-13,1000000.0,1044084.50344567,1000000.0,0,[],0,125
2024-08-14,1000000.0,1043387.2358173779,1000000.0,0,[],0,122
2024-08-16,1000000.0,1060703.424579476,1000000.0,0,[],0,120
2024-08-19,1000000.0,1063105.2030020575,1000000.0,0,[],0,122
2024-08-20,1000000.0,1068528.592701601,1000000.0,0,[],0,126
2024-08-21,1000000.0,1069652.0471389801,1000000.0,0,[],0,126
2024-08-22,1000000.0,1071046.7006165935,1000000.0,0,[],0,126
2024-08-23,1000000.0,1071511.545702122,1000000.0,0,[],0,126
2024-08-26,1000000.0,1080188.9692213915,1000000.0,0,[],0,126
2024-08-27,1000000.0,1079646.6893619515,1000000.0,0,[],0,125
2024-08-28,1000000.0,1080576.3795330082,1000000.0,0,[],0,125
2024-08-29,1000000.0,1085070.0790614954,1000000.0,0,[],0,125
2024-08-30,1000000.0,1088866.3927406615,1000000.0,0,[],0,125
2024-09-02,1000000.0,1090299.822715745,1000000.0,0,[],0,126
2024-09-03,1000000.0,1091345.7241581834,1000000.0,0,[],0,125
2024-09-04,1000000.0,1089641.2133638943,1000000.0,0,[],0,126
2024-09-05,1000000.0,1086348.4030466978,1000000.0,0,[],0,123
2024-09-06,1000000.0,1076237.6677733732,1000000.0,0,[],0,125
2024-09-09,1000000.0,1075695.2696929043,1000000.0,0,[],0,125
2024-09-10,1000000.0,1081583.622699005,1000000.0,0,[],0,123
2024-09-11,1000000.0,1075152.9898334644,1000000.0,0,[],0,124
2024-09-12,1000000.0,1095180.8143348198,1000000.0,0,[],0,125
2024-09-13,1000000.0,1097040.3128979616,1000000.0,0,[],0,126
2024-09-16,1000000.0,1097350.1702146374,1000000.0,0,[],0,125
