date,portfolio_value,benchmark_value,cash,n_positions,positions,n_buys,n_sells
2024-09-17,1000000.0,1099752.0668582479,1000000.0,0,[],0,125
2024-09-18,1000000.0,1097698.8040287837,1000000.0,0,[],0,124
2024-09-19,1000000.0,1099868.2781296298,1000000.0,0,[],0,126
2024-09-20,1000000.0,1112187.145780242,1000000.0,0,[],0,124
2024-09-23,1000000.0,1120864.569299512,1000000.0,0,[],0,125
2024-09-24,1000000.0,1120709.5815306597,1000000.0,0,[],0,126
2024-09-25,1000000.0,1123769.969305092,1000000.0,0,[],0,126
2024-09-26,1000000.0,1129425.7815473997,1000000.0,0,[],0,126
2024-09-27,1000000.0,1131052.8575677774,1000000.0,0,[],0,126
2024-09-30,1000000.0,1117145.6903942577,1000000.0,0,[],0,125
2024-10-01,1000000.0,1116719.503585171,1000000.0,0,[],0,126
2024-10-03,1000000.0,1095103.3795609083,1000000.0,0,[],0,124
